,PLAYER,SEASON,season year,AGE,POS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
259,Asaf Abergil,0,2022,32,PG,25.3,3,9.8,0.308,1.3,5.5,0.227,1.8,4.3,0.412,0.372,2,2.8,0.727,0.3,1.8,2,1.5,0,0.5,1.3,3,9.3,3.2,0.422,0.564,0.282,1.1,7.4,4.3,8.1,0,1.8,10.2,20.8,-0.2,0,-0.2,-0.084,-6,-2.5,-8.5,-0.2
260,Asaf Abergil,0,2021,31,PG,16,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0.7,0.7,1,0.3,1,1.3,1.7,0.3,0,2,1,7.7,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15.1,1,0,17.7,29.7,-0.2,0,-0.2,-0.179,-7.8,-5.2,-13.1,-0.1
261,Yishai Avraham,0,2016,23,SF,3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,
262,Nissim Nasi,0,2020,24,SG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
263,Shachar Shvili,1,2015,22,SG,29.9,3.7,8.9,0.412,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7,11.9,11,0.547,0.365,0.5,0.6,6.7,3.5,11,1.1,0.3,13.4,18.8,0.4,0,0.4,0.033,-1.9,-2.4,-4.3,-0.3
264,Nahum Dvir,1,2015,23,C,5.4,0.6,1.4,0.409,0,0,0,0.6,1.4,0.409,0.409,0.6,1.3,0.429,0.6,0.9,1.6,0.1,0.4,0.2,0.2,1.4,1.7,11.4,0.432,0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18,0,0.2,0.2,0.092,-6.6,1,-5.7,-0.1
265,Omri Orbach,0,2022,23,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
266,Yair Avraham,0,2019,25,SF,31.8,7.3,13.5,0.537,1.3,3.5,0.357,6,10,0.6,0.583,4.3,5.3,0.81,1.3,6.8,8,1,1,0.8,1,2,20,22.5,0.633,0.259,0.389,4.2,23.4,13.7,5.3,1.5,2,5.9,23.1,0.3,0.1,0.5,0.173,3.6,0.2,3.7,0.2
267,Rami Rabin,0,2018,24,PF,9,2.3,4,0.583,0,0,0,2.3,4,0.583,0.583,1,1.7,0.6,1.3,1.7,3,0,0,0,0.3,0.7,5.7,22.5,0.599,0,0.417,15.9,21.3,18.5,0,0,0,6.6,25.6,0.1,0,0.1,0.157,2.5,-2.7,-0.2,0
268,Ido Shaked,0,2022,31,SF,4.7,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0.3,0,0.3,0.3,0.7,1,0,0,0.3,0.3,1.3,,,,,,,,,,,,,,,,,,,,
269,Ido Shaked,0,2022,31,SF,14,3.5,5.5,0.636,1,2,0.5,2.5,3.5,0.714,0.727,2,2,1,1,1.5,2.5,0,0.5,0.5,0.5,2,10,,,,,,,,,,,,,,,,,,,,
270,Ido Shaked,0,2022,31,SF,7,1,3.5,0.286,0.5,1,0.5,0.5,2.5,0.2,0.357,0,0,0,1,1.5,2.5,0,0.5,0.5,0,0,2.5,,,,,,,,,,,,,,,,,,,,
271,Ido Shaked,1,2016,25,SF,31.3,5.6,11.1,0.5,2.7,5.6,0.48,2.9,5.6,0.52,0.62,2.1,2.7,0.792,1.9,2,3.9,2,1.3,0.3,1.9,2.9,15.9,,,,,,,,,,,,,,,,,,,,
272,Zion Levi,1,2015,22,PF,9.1,1.6,2.9,0.545,0,0,0,1.6,2.9,0.545,0.545,0.9,1.7,0.56,1,1.5,2.5,0.1,0.3,0.6,0.4,1.4,4.1,17.7,0.564,0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,0.2,0.3,0.5,0.177,-2.1,-0.2,-2.3,0
273,Aviv Aloni,0,2019,28,SF,19,1.5,6.5,0.231,1.5,6,0.25,0,0.5,0,0.346,0,0,0,0,0.5,0.5,1,0,0,0,3,4.5,-0.8,0.346,0.923,0,0,3,1.5,7.2,0,0,0,14.8,-0.1,0,-0.1,-0.068,-7.5,-5.5,-13,-0.1
274,Aviv Aloni,0,2014,23,SF,12.3,1,3.1,0.321,0.6,1.7,0.333,0.4,1.4,0.308,0.411,0.3,0.6,0.6,0,1.2,1.2,0.7,0.6,0.1,0.3,1,2.9,6.1,0.43,0.536,0.179,0,11.1,5.4,7.7,2.2,0.7,9,12.7,-0.1,0.1,0,-0.005,-4.5,-0.3,-4.7,-0.1
275,Aviv Aloni,0,2014,23,SF,13.5,1.5,4.5,0.333,0.8,2.5,0.3,0.8,2,0.375,0.417,0.8,1,0.75,0.3,1.8,2,0.5,0.3,0.3,1,0.5,4.5,6.2,0.455,0.556,0.222,2.2,14.9,8.6,5.6,0.9,1.5,16.8,20,-0.1,0,-0.1,-0.055,-3.9,-2.8,-6.6,-0.1
276,Ze'ev Zabari,1,2012,30,PF,21.8,3.4,6.3,0.547,0.2,0.8,0.222,3.3,5.5,0.591,0.56,1.2,1.3,0.933,2.1,4.7,6.8,1.3,0.8,0.7,0.8,2.3,8.2,19.6,0.6,0.12,0.2,10.7,24.3,17.4,9.5,1.8,2.3,10.9,15.6,0.7,0.3,1,0.186,1.2,0.5,1.7,0.2
277,Kamal Ismail,1,2009,26,SF,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0,0,0,0,0,0,0.3,0.3,0.3,0.8,0.5,1.8,14.6,0.7,0.4,0,0,0,0,19.2,4.8,6.6,37.5,33.8,0,0,0,-0.066,-3,5.4,2.4,0
278,Barak Barnea,0,2010,24,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,-6.4,-0.6,-7,0
279,Elad Elbaz,1,2015,24,PF,7,1.2,2,0.575,0,0.2,0,1.2,1.8,0.639,0.575,0.4,0.5,0.8,0.8,1.2,2,0.2,0.3,0.2,0.6,1,2.7,15.8,0.608,0.1,0.25,13.2,18.8,16,4.7,1.9,1.8,21.3,18.6,0.1,0.2,0.4,0.127,-1.2,0.5,-0.7,0
280,Elad Elbaz,0,2015,24,PF,6.3,1,1.8,0.571,0,0.5,0,1,1.3,0.8,0.571,0,0,0,0.8,0.8,1.5,0,0,0.5,0.5,1.5,2,9.9,0.571,0.286,0,13.9,13.4,13.6,0,0,6,22.2,16.4,0,0,0,0.071,-5.3,1.1,-4.2,0
281,Tal Tsur,0,2013,33,PG,16.1,1.9,5.4,0.342,1,2.9,0.35,0.9,2.6,0.333,0.434,0.3,0.3,1,0.1,0.9,1,2.7,0.4,0,0.7,1.1,5,9.7,0.45,0.526,0.053,1,6,3.5,25.4,1.4,0,11.4,18,0,0.1,0.1,0.041,-2,-1.9,-3.9,0
282,Mikhael Menashe,0,2016,24,SG,13.8,1,3.5,0.286,0.5,1.8,0.286,0.5,1.8,0.286,0.357,1.5,1.8,0.857,0,2.3,2.3,0.3,0.5,0,0.8,1,4,5.8,0.468,0.5,0.5,0,18.5,9.3,2.5,1.9,0,14.9,16.4,-0.1,0,0,-0.012,-5.3,-1.5,-6.8,-0.1
283,Mikhael Menashe,1,2014,22,SG,7.3,0.6,2.4,0.263,0.1,0.8,0.167,0.5,1.6,0.308,0.289,1.6,1.8,0.929,0.1,0.5,0.6,0.6,0.4,0,0,1.6,3,12.4,0.477,0.316,0.737,1.9,7.9,4.9,12.7,2.6,0,0,19.1,0.1,0,0.2,0.145,-3.7,2.4,-1.3,0
284,Zuriel Zerachia,0,2021,23,PG,2,0,0.5,0,0,0.1,0,0,0.4,0,0,0.4,0.5,0.75,0,0.3,0.3,0.1,0,0,0.4,0.1,0.4,-10.8,0.26,0.25,1,0,13.4,6.8,7.7,0,0,34.2,24.4,-0.1,0,-0.1,-0.365,-16.6,-5.5,-22.1,-0.1
285,Uriel Uzan,1,2007,24,C,9,0.6,1.6,0.349,0,0,0,0.6,1.6,0.349,0.349,0.1,0.4,0.3,0.8,1.9,2.6,0.5,0.2,0.2,0.5,1.7,1.2,4.8,0.348,0,0.233,10,24.4,17.1,7.4,1.1,1.9,22.8,11.4,-0.3,0.2,-0.1,-0.027,-6.4,-1.4,-7.8,-0.4
286,Ari Levi,0,2018,26,SF,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5,0,1,0,0,0,0,0,0,0,0,14.5,0,0,0,-0.373,-13.3,-8.8,-22.1,0
287,Ari Levi,0,2018,26,SF,3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,4,0,1,0,0,18,9.1,0,8.3,0,0,7.4,0,0,0,-0.026,-7,5.6,-1.3,0
288,Ari Levi,0,2017,25,SF,12.4,1.2,3.8,0.316,0.8,3.2,0.25,0.4,0.6,0.667,0.421,1.6,1.8,0.889,0.2,1.2,1.4,0,0.2,0,0.2,0.2,4.8,9.7,0.523,0.842,0.474,1.7,10.8,6.1,0,0.8,0,4.2,16.2,0.1,0,0.1,0.054,-0.8,-1.7,-2.4,0
289,Ari Levi,0,2015,23,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
290,Itay Levi,0,2017,33,PG,16.5,1,1.5,0.667,0,0.5,0,1,1,1,0.667,1,1,1,0,0,0,2.5,1,0,1.5,2,3,7.7,0.773,0.333,0.667,0,0,0,20.3,3,0,43.6,9.2,0,0,0,0.06,-4.8,3.4,-1.4,0
291,Yair Kadosh,0,2020,26,PF,3.5,0.3,1.8,0.143,0,1,0,0.3,0.8,0.333,0.143,0.5,0.5,1,0.3,0,0.3,0,0.3,0,0,0.3,1,-0.1,0.254,0.571,0.286,7.7,0,3.8,0,3.3,0,0,23.4,-0.1,0,0,-0.166,-10.9,-3,-13.9,0
292,Yair Kadosh,1,2017,23,PF,12.8,1.8,4.2,0.421,0.3,1,0.333,1.4,3.2,0.448,0.461,0.6,0.8,0.714,0.9,1.6,2.4,1,0.2,0.4,0.3,0.9,4.4,13.9,0.487,0.237,0.184,7.7,14.9,11.1,12.8,0.9,3.1,6.8,18.1,0.1,0.1,0.2,0.083,-1.6,-0.7,-2.2,0
293,Nimrod Nakash,0,2011,32,C,4.8,0.2,1.2,0.167,0,0,0,0.2,1.2,0.167,0.167,0,0,0,1.4,0,1.4,0.2,0,0,0.4,1,0.4,0,0.167,0,0,34.2,0,17.8,5.9,0,0,25,15.6,-0.1,0,-0.1,-0.124,-9.4,-6.5,-15.9,-0.1
294,Nimrod Nakash,0,2011,32,C,6.8,0.2,0.7,0.333,0,0,0,0.2,0.7,0.333,0.333,0.3,0.4,0.7,0.3,0.4,0.7,0,0.2,0,0.2,1,0.7,1.8,0.438,0,0.667,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,-0.1,0.1,0,0,-7.1,-0.7,-7.8,-0.2
295,Nir Nitzan,0,2022,24,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
296,Zechariah Zalmanov,1,2014,25,PF,14.7,1.6,2.6,0.6,0,0,0,1.6,2.6,0.6,0.6,1.2,2.3,0.519,0.8,1.9,2.7,0.6,0.4,1.3,0.4,2.7,4.3,13.4,0.597,0,0.867,5.9,14.7,10.1,5.7,1.4,6.9,10.8,11.7,0.5,0.3,0.8,0.115,-3.4,1.3,-2.2,0
297,Zechariah Zalmanov,0,2014,25,PF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9.1,,,,0,0,0,0,0,0,,0,0,0,0,0.038,-14.8,0.2,-14.6,0
298,Zechariah Zalmanov,1,2013,24,PF,5,0.1,0.4,0.333,0,0,0,0.1,0.4,0.333,0.333,0,0,0,0.1,0.6,0.8,0.3,0,0.3,0.6,1.1,0.3,-4.1,0.333,0,0,3.3,14.6,9.2,6.5,0,4.1,62.5,9.6,-0.1,0,-0.1,-0.122,-13,-0.5,-13.5,-0.1
299,Benjamin Levi,1,2014,35,C,7.8,0.5,1.1,0.458,0,0.1,0,0.5,1,0.524,0.458,0.1,0.2,0.75,0.3,0.5,0.9,0.2,0.4,0,0.3,1.4,1.1,,,,,,,,,,,,,,,,,,,,
300,Joseph Jona,0,2022,23,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,15.6,,,,0,34.6,17.7,0,16,0,,0,0,0,0,0.26,-4.8,11.8,7,0
301,Mikhael Mor,0,2009,25,SF,2,0.5,1.2,0.417,0.2,0.6,0.333,0.3,0.6,0.5,0.5,0,0,0,0.1,0.1,0.2,0,0.1,0,0.1,0.2,1.2,14.1,0.5,0.5,0,6.2,5.7,6,0,2.7,0,7.7,30.7,0,0,0,0.045,-1.1,-2.5,-3.5,0
302,Gershon Gafni,0,2022,22,SF,34.3,6.3,12.9,0.489,1.3,3.6,0.36,5,9.3,0.538,0.539,0.9,2,0.429,4.3,7.7,12,2.4,0.9,0.7,1.1,2,14.7,18,0.536,0.278,0.156,12.7,23.5,18,11.6,1.2,1.9,7.7,18.7,0.3,0.3,0.6,0.118,1.2,-2.1,-0.9,0.1
303,Barak Barakat,0,2022,26,SG,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7,-11.4,0.129,0.333,0.667,0,13.2,6.6,14,0,0,11.4,23.1,-0.1,0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1
304,Barak Barakat,1,2018,22,SG,16.3,2.2,5.3,0.406,0.3,1.7,0.2,1.8,3.7,0.5,0.438,0,0,0,0.3,2.3,2.7,1.2,0.3,0.2,1,0.3,4.7,6.5,0.438,0.313,0,2.3,15.9,9.1,10.8,1,0.9,15.8,16.9,-0.2,0.1,-0.1,-0.053,-4.4,-1,-5.4,-0.1
305,Ido Idelson,0,2022,27,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
306,Yonatan LeviAsaf Levy,0,2011,24,PF,8.5,1,2.3,0.426,0,0,0,1,2.3,0.426,0.426,0.5,0.8,0.579,1,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5,11.3,0.457,0,0.352,13,20.7,16.8,7.3,1,1.9,12.6,16.1,0.1,0.1,0.2,0.051,-3.3,-2,-5.3,-0.2
307,Alon David,1,2016,28,C,6.3,0.7,1.4,0.522,0,0.1,0,0.7,1.3,0.545,0.522,0.4,0.4,1,0.2,1.1,1.3,0.3,0,0.2,0.4,1.1,1.8,,,,,,,,,,,,,,,,,,,,
308,Jonathan Jacob,0,2022,24,PG,19.3,1.3,4.8,0.263,0.3,1.8,0.143,1,3,0.333,0.289,0.5,0.5,1,1.8,1,2.8,1.8,1.3,0,1,0.8,3.3,,,,,,,,,,,,,,,,,,,,
309,Jonathan Jacob,0,2022,24,PG,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
310,Gidi Golan,1,2020,33,C,22.6,4.7,8.3,0.564,1.6,4.4,0.354,3.1,3.9,0.8,0.658,1.3,1.6,0.857,0.6,2.3,2.9,1.7,0.8,0.5,0.8,2.4,12.2,18.6,0.682,0.53,0.188,2.6,10.9,6.7,11.5,1.6,1.9,8.5,17.9,1.2,0.4,1.5,0.183,2.5,0.1,2.6,0.5
311,Udi Avraham,0,2022,26,SF,7.5,1,1.5,0.667,0,0,0,1,1.5,0.667,0.667,0,0,0,1,0.5,1.5,0,0.5,0,0,1,2,14.8,0.667,0,0,14.4,7.1,10.8,0,3.2,0,0,8.6,0,0,0.1,0.17,-1.1,0.1,-1,0
312,Ziv Zipori,1,2015,27,PG,6,0.5,1.8,0.273,0.2,0.3,0.5,0.3,1.5,0.222,0.318,0.3,0.3,1,0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5,1.2,0.379,0.182,0.182,0,9.2,4.6,7.8,4.2,2.1,29.6,20.6,-0.2,0.1,-0.1,-0.149,-10.5,1.4,-9.1,-0.1
313,Ziv Zipori,1,2013,25,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
314,Tomer Tal,0,2018,30,SF,5,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,2,10.4,1,0,0,22.3,0,11.2,0,0,0,50,17.5,0,0,0,-0.028,-5.7,-4.2,-9.9,0
315,Haim Hazan,0,2020,33,PG,14.7,3.7,7.3,0.5,1,2.3,0.429,2.7,5,0.533,0.568,0,0.3,0,0.3,0.7,1,2.7,0.3,0,1.3,2.7,8.3,12.6,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0,15.1,25.7,0,0,0,0.011,-2.8,-3.1,-5.9,0
316,Haim Hazan,1,2013,26,SG,14.9,1.7,4.5,0.381,0.5,1.2,0.412,1.2,3.3,0.37,0.437,1,1.5,0.667,0.1,1.1,1.2,2,0.1,0,0.9,1,4.9,8.4,0.478,0.27,0.333,0.5,8.9,4.6,20.4,0.3,0,15.3,18.9,0,0.1,0,0.006,-3,-1.5,-4.4,-0.1
317,Ilan Inbar,1,2008,23,SF,4.6,0.7,1.6,0.419,0.3,0.6,0.417,0.4,1,0.421,0.5,0,0,0,0.1,0.3,0.4,0,0.1,0,0.3,0.3,1.6,5.8,0.5,0.387,0,1.3,7.9,4.6,0,1.2,0,13.9,18.6,-0.1,0,-0.1,-0.037,-4.3,-2.8,-7.1,-0.1
318,Ilan Inbar,0,2008,23,SG,5.8,0.6,1.4,0.429,0.4,1,0.4,0.2,0.4,0.5,0.571,0.4,0.4,1,0,0.2,0.2,0.2,0.2,0,0,1,2,11,0.635,0.714,0.286,0,4,2,5.4,1.9,0,0,13,0.1,0,0.1,0.189,-2.9,1.2,-1.7,0
319,Ilan Inbar,0,2007,22,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.021,-3.2,-0.9,-4.1,0
320,Ilan Inbar,0,2007,22,SG,3.8,0.6,1.2,0.5,0.4,0.6,0.667,0.2,0.6,0.333,0.667,0,0,0,0.2,0.2,0.4,0,0.2,0,0.2,0.4,1.6,14.5,0.667,0.5,0,6.3,6.4,6.3,0,2.8,0,14.3,16.9,0,0,0,0.105,1.4,0.6,2.1,0
321,Kobi Katz,1,2009,24,SF,7.9,1.2,2.5,0.486,0,0,0,1.2,2.5,0.486,0.486,0.6,1.2,0.471,0.7,1.7,2.4,0.1,0.1,0.2,0.4,0.9,3,12.3,0.494,0,0.486,9.8,23.5,16.7,1.4,0.9,1.9,10.5,18.3,0,0.1,0.1,0.036,-3,-2.2,-5.2,-0.1
322,Raz Sagi,0,2015,23,PF,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0,0,0,0.5,0,0,4.7,,,,38.7,76.6,57.8,0,0,0,100,15.3,0,0,0,-0.215,-9.4,-3.7,-13,0
323,Amit Levi,0,2016,26,SG,2.5,0.5,0.5,1,0.5,0.5,1,0,0,0,1.5,2,2.5,0.8,0,0,0,0,0,0,0.5,0.5,3.5,47.4,1.094,1,5,0,0,0,0,0,0,23.8,38,0.1,0,0.1,0.514,19.1,3.5,22.6,0
324,Jonny Jaffe,1,2020,34,C,10,0.8,1.6,0.5,0,0,0,0.8,1.6,0.5,0.5,1.2,1.6,0.75,1,2.2,3.2,1.4,0.2,0.2,1.2,1.8,2.8,11.1,0.608,0,1,10.7,22.3,16.6,17.9,0.9,1.8,34.2,14.7,0,0.1,0.1,0.096,-4.1,2.5,-1.6,0
325,Yedidyah Avraham,1,2019,31,SG,13,2.6,4.9,0.538,1,2.3,0.444,1.6,2.6,0.619,0.641,0.1,0.1,1,0.1,1.4,1.5,1,0.1,0.1,0.3,0.6,6.4,16,0.647,0.462,0.026,1.1,11.1,6.2,11.5,0.5,0.8,4.8,17.1,0.2,0.1,0.3,0.153,1.4,-0.8,0.5,0.1
326,Paz Dayan,0,2020,24,PG,8.3,0,1.8,0,0,1,0,0,0.8,0,0,0.5,0.5,1,0,0,0,0.3,1,0,0.5,0.5,0.5,-2.9,0.127,0.571,0.286,0,0,0,3.9,6.1,0,20.2,13.2,-0.2,0,-0.1,-0.188,-14.3,1.7,-12.5,-0.1
327,Liran Lavi,0,2009,22,SF,11.5,1.5,5,0.3,0.5,2,0.25,1,3,0.333,0.35,1,1,1,0.5,1.5,2,0.5,0.5,0,0,1,4.5,10.8,0.414,0.4,0.2,4.6,14.8,9.5,6.5,2.2,0,0,20.6,0,0,0,0.037,-2.5,-0.2,-2.7,0
328,Ran Ronen,0,2022,40,SG,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,38.7,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0.335,12.1,2.8,15,0
329,Yotam Levi,1,2017,34,C,6.4,0.5,0.8,0.625,0,0,0,0.5,0.8,0.625,0.625,0.3,0.4,0.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3,11.6,0.64,0,0.5,7.6,20.9,14.4,3.4,0.8,4,17,8.7,0.1,0.2,0.4,0.141,-3.5,1.4,-2.1,0
330,Gilad Gabay,0,2021,30,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
331,Gadi Gonen,1,2019,27,SG,14.5,1.8,4.7,0.388,0.9,2.5,0.357,0.9,2.1,0.426,0.485,0.7,0.8,0.833,0.3,1.4,1.6,1,0,0.1,0.4,0.5,5.2,9.3,0.518,0.544,0.175,1.9,10.1,5.9,9.9,0,0.5,7.5,16.1,0.2,0,0.2,0.024,-1.4,-2.5,-3.9,-0.2
332,Gadi Gonen,0,2019,27,SG,3.5,0.5,0.5,1,0.5,0.5,1,0,0,0,1.5,0,0,0,0,0.3,0.3,0.3,0,0,0,0,1.5,20.5,1.5,1,0,0,7.9,3.9,9.9,0,0,0,6.1,0.1,0,0.1,0.202,7.6,-1,6.6,0
333,Yisrael Levi,1,2015,21,PF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
334,Chen Cohen,1,2017,23,PF,8.5,2,3.8,0.533,0.3,0.8,0.333,1.8,3,0.583,0.567,0.3,0.5,0.5,1,1,2,1,0,0,0.8,1.5,4.5,,,,,,,,,,,,,,,,,,,,
335,Chen Cohen,0,2017,23,PF,6.6,1,2.1,0.467,0.3,0.4,0.667,0.7,1.7,0.417,0.533,0.6,0.6,1,0.7,0.9,1.6,0.3,0,0.1,0.4,0.6,2.9,,,,,,,,,,,,,,,,,,,,
336,Rami Sasson,0,2022,24,C,2.7,0,0.3,0,0,0,0,0,0.3,0,0,0,0.7,0,0,0.7,0.7,0.3,0.3,0,0,0.3,0,1.5,0,0,2,0,26.8,13.1,13.8,6,0,0,9.6,0,0,0,-0.08,-8.5,3.7,-4.8,0
337,Guy Cohen,0,2020,24,C,11,0.7,2.7,0.25,0,1,0,0.7,1.7,0.4,0.25,0.7,0.7,1,1,1.7,2.7,0,0.7,0.7,0,2,2,7.9,0.338,0.375,0.25,10,17,13.5,0,2.9,5.3,0,11.4,0,0.1,0,0.054,-6.6,-0.3,-6.9,0
338,Gilad Grinberg,0,2022,27,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,29.9,,,,56.6,0,28.1,0,24.4,0,,0,0,0,0,0.6,-8.1,10.8,2.7,0
339,Gilad Grinberg,0,2021,26,C,13.4,1.4,4,0.35,0,0.4,0,1.4,3.6,0.389,0.35,0,0,0,1.2,2.6,3.8,1,0.6,0.6,0.6,1,2.8,8.5,0.35,0.1,0,9.5,20.5,15,9.5,2.1,3.7,13,14.2,-0.1,0.1,0,-0.004,-5.4,-0.3,-5.7,-0.1
340,Gilad Grinberg,0,2021,26,C,13.4,1.4,4,0.35,0,0.4,0,1.4,3.6,0.389,0.35,0,0,0,1.2,2.6,3.8,1,0.6,0.6,0.6,1,2.8,8.5,0.35,0.1,0,9.5,20.5,15,9.5,2.1,3.7,13,14.2,-0.1,0.1,0,-0.004,-5.4,-0.3,-5.7,-0.1
341,Haim Hershkovitz,1,2017,28,SG,23.3,5.5,11.5,0.482,1.9,5,0.389,3.6,6.5,0.553,0.567,1.1,1.4,0.769,0.2,1.6,1.8,3,0.6,0.1,1.3,1.6,14.1,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.9,0.102,2.2,-0.9,1.3,0.4
342,Guy Golan,1,2016,29,PG,24.3,3.5,8.3,0.42,1.3,3.8,0.356,2.2,4.6,0.473,0.5,0.8,0.8,1,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,9.2,13.2,0.527,0.45,0.1,1.5,8.6,4.9,20.6,2.7,0.6,14.7,18.9,0.2,0.2,0.4,0.064,-0.5,-0.2,-0.7,0.1
343,Ran Raviv,0,2022,23,SG,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,
344,Barak Ben-Eliezer,1,2016,25,SF,27.6,4.5,10.5,0.422,1.2,4.1,0.289,3.3,6.5,0.507,0.478,1.3,1.9,0.667,1.1,4.5,5.6,2.3,0.7,0.3,1.5,2.2,11.4,12.4,0.499,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12,20.7,0,0.2,0.2,0.03,-1.6,-1.7,-3.3,-0.1
345,Barak Ben-Eliezer,1,2015,24,SF,8.7,1,2.5,0.4,0.7,1.5,0.476,0.3,1,0.286,0.543,0,0,0,0.1,1,1.1,0.5,0.1,0,0.3,1,2.7,8.3,0.543,0.6,0,1.9,12.7,7.4,8.2,0.8,0,10.3,14.4,0.1,0.1,0.1,0.059,-1.7,-0.7,-2.4,0
346,Yair Yatzkan,1,2016,24,PG,7.5,1.5,3.5,0.442,0.5,0.7,0.636,1.1,2.7,0.39,0.51,0.6,0.9,0.692,0.1,0.7,0.8,1,0,0.1,0.6,0.7,4.1,14.2,0.537,0.212,0.25,2,9.9,6,22.3,0,0.7,13.5,26.7,0.1,0.1,0.2,0.081,0.7,-3,-2.4,0
347,Yair Yatzkan,0,2016,24,PG,11.7,1.6,3.7,0.423,0.4,1.6,0.273,1.1,2.1,0.533,0.481,1.7,2.1,0.8,0.3,0.9,1.1,1.4,0.4,0,0.9,1,5.3,14.2,0.567,0.423,0.577,2.6,8.1,5.3,19.1,1.8,0,15.5,20,0.1,0,0.2,0.096,-0.9,-0.2,-1.1,0
348,Doron Danon,0,2022,23,SG,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0,1.3,0,0.136,0.5,0.5,1,0.5,1.5,2,0,0.3,0,0.3,0,1.3,,,,,,,,,,,,,,,,,,,,
